article_id,prod_name,product_type_name,product_group_name,perceived_colour_value_name,perceived_colour_master_name,department_name,section_name,detail_desc,text_to_embed,image_url
0786022001,Vivaldi dress,Dress,Garment Full body,Dark,Red,Dress,Womens Tailoring,"Knee-length dress in a patterned crêpe weave with a round neckline, concealed button placket and ties at the top. Concealed zip in one side, long sleeves with buttoned cuffs, a seam at the waist and a flared skirt. Unlined.","Vivaldi dress Dress Garment Full body Dot Dark Red Dark Red Dress Ladieswear Ladieswear Womens Tailoring Dresses Ladies Knee-length dress in a patterned crêpe weave with a round neckline, concealed button placket and ties at the top. Concealed zip in one side, long sleeves with buttoned cuffs, a seam at the waist and a flared skirt. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/078/0786022001.jpg
0554477009,Victoria TRS,Trousers,Garment Lower body,Dark,Blue,Trousers,Divided Collection,"Ankle-length trousers in an airy viscose weave with a regular, elasticated waist, side pockets and slightly wider, tapered legs.","Victoria TRS Trousers Garment Lower body All over pattern Dark Blue Dark Blue Trousers Divided Divided Divided Collection Trousers Ankle-length trousers in an airy viscose weave with a regular, elasticated waist, side pockets and slightly wider, tapered legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/055/0554477009.jpg
0727640004,Theon tie-waist jumpsuit,Trousers,Garment Lower body,Dark,Black,Trouser,Womens Casual,"Ankle-length jumpsuit in a linen and viscose weave with a V-neck, notch lapels and buttons at the front. Short sleeves with sewn-in turn-ups, an elasticated waist with a detachable tie belt, side pockets and wide legs.","Theon tie-waist jumpsuit Trousers Garment Lower body Solid Black Dark Black Trouser Ladieswear Ladieswear Womens Casual Trousers Ankle-length jumpsuit in a linen and viscose weave with a V-neck, notch lapels and buttons at the front. Short sleeves with sewn-in turn-ups, an elasticated waist with a detachable tie belt, side pockets and wide legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/072/0727640004.jpg
0642222001,Daim sleveless J,Dress,Garment Full body,Dark,Black,Dresses,Divided Collection,"Short, fitted, sleeveless dress in soft viscose jersey with a seam at the waist with a crossover detail. Unlined.","Daim sleveless J Dress Garment Full body Solid Black Dark Black Dresses Divided Divided Divided Collection Dresses Ladies Short, fitted, sleeveless dress in soft viscose jersey with a seam at the waist with a crossover detail. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/064/0642222001.jpg
0881823003,Mercury fit&flare,Dress,Garment Full body,Light,Yellow,Dresses,Divided Collection,"Short dress in a lightly crêped weave with a wrapover section at the bust. Sweetheart neckline, smocking at the back and long puff sleeves with elastication over the shoulders and at the hems. Unlined.","Mercury fit&flare Dress Garment Full body Solid Light Yellow Light Yellow Dresses Divided Divided Divided Collection Dresses Ladies Short dress in a lightly crêped weave with a wrapover section at the bust. Sweetheart neckline, smocking at the back and long puff sleeves with elastication over the shoulders and at the hems. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/088/0881823003.jpg
0880740002,Lindsay s/s,Dress,Garment Full body,Bright,Blue,Dresses,Divided Collection,"Short dress in woven fabric with a smocked bodice and square neckline with concealed elastication and a small frill trim. Short puff sleeves with smocking and a frill trim at the hems, a seam at the waist and a bell-shaped skirt. Unlined.","Lindsay s/s Dress Garment Full body All over pattern Dark Blue Bright Blue Dresses Divided Divided Divided Collection Dresses Ladies Short dress in woven fabric with a smocked bodice and square neckline with concealed elastication and a small frill trim. Short puff sleeves with smocking and a frill trim at the hems, a seam at the waist and a bell-shaped skirt. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/088/0880740002.jpg
0587782001,Estelle dress,Dress,Garment Full body,Bright,Yellow,Dresses,Divided Collection,"Short, flounced dress in an airy weave with a V-neck and sewn-in wrapover. Narrow, adjustable shoulder straps, a narrow, elasticated seam at the waist and a gently bell-shaped skirt. Lined.","Estelle dress Dress Garment Full body All over pattern Yellow Bright Yellow Dresses Divided Divided Divided Collection Dresses Ladies Short, flounced dress in an airy weave with a V-neck and sewn-in wrapover. Narrow, adjustable shoulder straps, a narrow, elasticated seam at the waist and a gently bell-shaped skirt. Lined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/058/0587782001.jpg
0845191002,Mason jogger RW,Trousers,Garment Lower body,Dusty Light,Blue,Trouser,Womens Casual,"Joggers in a Tencel™ lyocell weave with a regular, elasticated, drawstring waist, side pockets and a fake back pocket. Tapered legs with elasticated hems.","Mason jogger RW Trousers Garment Lower body Denim Light Blue Dusty Light Blue Trouser Ladieswear Ladieswear Womens Casual Trousers Joggers in a Tencel™ lyocell weave with a regular, elasticated, drawstring waist, side pockets and a fake back pocket. Tapered legs with elasticated hems.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/084/0845191002.jpg
0828536004,Ben zip hoodie,Sweater,Garment Upper body,Dark,Black,Knitwear,Womens Tailoring,"Fine-knit jacket in a soft viscose blend with a drawstring hood, zip and front pockets. Gently dropped shoulders and ribbing at the cuffs and hem.","Ben zip hoodie Sweater Garment Upper body Solid Black Dark Black Knitwear Ladieswear Ladieswear Womens Tailoring Knitwear Fine-knit jacket in a soft viscose blend with a drawstring hood, zip and front pockets. Gently dropped shoulders and ribbing at the cuffs and hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/082/0828536004.jpg
0532275006,Madison highwaist 5 pkt,Trousers,Garment Lower body,Dark,Black,Trouser,Womens Everyday Collection,"5-pocket, high-waisted trousers in washed stretch twill with a zip fly and button, and slim legs.","Madison highwaist 5 pkt Trousers Garment Lower body All over pattern Black Dark Black Trouser Ladieswear Ladieswear Womens Everyday Collection Trousers 5-pocket, high-waisted trousers in washed stretch twill with a zip fly and button, and slim legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/053/0532275006.jpg
0808271001,Camp HW trouser,Trousers,Garment Lower body,Medium Dusty,Khaki green,Trouser,Womens Everyday Collection,"Cargo trousers in stretch cotton twill with a high waist, zip fly and tapered legs. Patch side pockets, fake back pockets, and flap leg pockets.","Camp HW trouser Trousers Garment Lower body Solid Dark Beige Medium Dusty Khaki green Trouser Ladieswear Ladieswear Womens Everyday Collection Trousers Cargo trousers in stretch cotton twill with a high waist, zip fly and tapered legs. Patch side pockets, fake back pockets, and flap leg pockets.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/080/0808271001.jpg
0874891002,Elie,Blouse,Garment Upper body,Dark,Black,Blouse,Womens Everyday Collection,"Longer blouse in lightweight, softly draping satin with a sheen. Small, gathered stand-up collar, a V-shaped opening at the front and a yoke with a pleat at the back. Long sleeves with wide, buttoned cuffs, and a rounded hem. Slightly longer at the back.","Elie Blouse Garment Upper body Solid Black Dark Black Blouse Ladieswear Ladieswear Womens Everyday Collection Blouses Longer blouse in lightweight, softly draping satin with a sheen. Small, gathered stand-up collar, a V-shaped opening at the front and a yoke with a pleat at the back. Long sleeves with wide, buttoned cuffs, and a rounded hem. Slightly longer at the back.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/087/0874891002.jpg
0881691002,Nelly HW Joggers,Trousers,Garment Lower body,Dusty Light,White,Trousers,Divided Collection,"Ankle-length joggers in soft sweatshirt fabric made from a cotton blend with a high, elasticated drawstring waist, side pockets and covered elastication at the hems. Soft brushed inside. The polyester content of the joggers is recycled.","Nelly HW Joggers Trousers Garment Lower body Solid Off White Dusty Light White Trousers Divided Divided Divided Collection Trousers Ankle-length joggers in soft sweatshirt fabric made from a cotton blend with a high, elasticated drawstring waist, side pockets and covered elastication at the hems. Soft brushed inside. The polyester content of the joggers is recycled.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/088/0881691002.jpg
0631418006,Coco ISW 17,Top,Garment Upper body,Light,White,Blouse,Womens Everyday Collection,"Sleeveless blouse in airy chiffon with a collar, buttons down the front and a rounded hem.","Coco ISW 17 Top Garment Upper body All over pattern White Light White Blouse Ladieswear Ladieswear Womens Everyday Collection Blouses Sleeveless blouse in airy chiffon with a collar, buttons down the front and a rounded hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/063/0631418006.jpg
0518579004,Montana knit dress,Dress,Garment Full body,Dusty Light,Orange,Dresses,Divided Collection,"Knee-length, fitted dress in a soft rib knit with a v-neck.","Montana knit dress Dress Garment Full body Solid Light Orange Dusty Light Orange Dresses Divided Divided Divided Collection Dresses Ladies Knee-length, fitted dress in a soft rib knit with a v-neck.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0518579004.jpg
0657395001,Era,Blouse,Garment Upper body,Light,White,Blouse,Womens Everyday Collection,"Blouse in an airy weave with a round neckline with an opening and concealed button at the back of the neck, and 3/4-length, trumpet sleeves.","Era Blouse Garment Upper body Embroidery White Light White Blouse Ladieswear Ladieswear Womens Everyday Collection Blouses Blouse in an airy weave with a round neckline with an opening and concealed button at the back of the neck, and 3/4-length, trumpet sleeves.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/065/0657395001.jpg
0542846003,Stella 5 pkt slim cropped,Trousers,Garment Lower body,Dusty Light,White,Trouser,Womens Everyday Collection,"5-pocket ankle-length trousers in washed stretch twill with a regular waist, zip fly and slim legs.","Stella 5 pkt slim cropped Trousers Garment Lower body All over pattern Off White Dusty Light White Trouser Ladieswear Ladieswear Womens Everyday Collection Trousers 5-pocket ankle-length trousers in washed stretch twill with a regular waist, zip fly and slim legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/054/0542846003.jpg
0702932013,R-neck Allington TVP,T-shirt,Garment Upper body,Medium Dusty,Brown,Knitwear,Men Suits & Tailoring,Round-necked T-shirt in premium cotton jersey.,R-neck Allington TVP T-shirt Garment Upper body Solid Yellowish Brown Medium Dusty Brown Knitwear Menswear Menswear Men Suits & Tailoring Knitwear Round-necked T-shirt in premium cotton jersey.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/070/0702932013.jpg
0572990001,Magdalena Denim Dungaree,Trousers,Garment Lower body,Medium Dusty,Blue,Trousers,Divided Collection,"Dungarees in washed stretch denim with print stripes, adjustable straps that cross at the back and tapered legs. Chest pocket, fake front pockets, real back pockets and a visible zip in one side.","Magdalena Denim Dungaree Trousers Garment Lower body All over pattern Blue Medium Dusty Blue Trousers Divided Divided Divided Collection Trousers Dungarees in washed stretch denim with print stripes, adjustable straps that cross at the back and tapered legs. Chest pocket, fake front pockets, real back pockets and a visible zip in one side.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/057/0572990001.jpg
0681181016,Ivy jumpsuit w,Jumpsuit/Playsuit,Garment Full body,Dusty Light,Beige,Dresses,Divided Collection,"Playsuit in an airy viscose weave with a V-neck, narrow adjustable shoulder straps, elasticated seam at the waist and side pockets.","Ivy jumpsuit w Jumpsuit/Playsuit Garment Full body All over pattern Light Beige Dusty Light Beige Dresses Divided Divided Divided Collection Dresses Ladies Playsuit in an airy viscose weave with a V-neck, narrow adjustable shoulder straps, elasticated seam at the waist and side pockets.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/068/0681181016.jpg
0929662001,Aly cardigan,Cardigan,Garment Upper body,Dusty Light,Pink,Knitwear,Womens Everyday Collection,"Boxy cardigan in a soft rib knit containing some wool with a V-neck and buttons down the front. Dropped shoulders, long sleeves and ribbing at the cuffs and hem. The polyester content of the cardigan is recycled.","Aly cardigan Cardigan Garment Upper body Solid Pink Dusty Light Pink Knitwear Ladieswear Ladieswear Womens Everyday Collection Knitwear Boxy cardigan in a soft rib knit containing some wool with a V-neck and buttons down the front. Dropped shoulders, long sleeves and ribbing at the cuffs and hem. The polyester content of the cardigan is recycled.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/092/0929662001.jpg
0727808003,R-Neck Merino Pisa2,Sweater,Garment Upper body,Medium Dusty,Grey,Knitwear,Men Suits & Tailoring,"Jumper in soft, fine-knit merino wool with a round neck, long sleeves and ribbing at the cuffs and hem.","R-Neck Merino Pisa2 Sweater Garment Upper body Melange Dark Grey Medium Dusty Grey Knitwear Menswear Menswear Men Suits & Tailoring Knitwear Jumper in soft, fine-knit merino wool with a round neck, long sleeves and ribbing at the cuffs and hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/072/0727808003.jpg
0594264001,Ibiza Vis. TRS,Trousers,Garment Lower body,Dark,Black,Trousers,Divided Collection,"Trousers in an airy weave with an elasticated waist, side pockets and straight, wide legs.","Ibiza Vis. TRS Trousers Garment Lower body Stripe Black Dark Black Trousers Divided Divided Divided Collection Trousers Trousers in an airy weave with an elasticated waist, side pockets and straight, wide legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/059/0594264001.jpg
0889456002,Delphine Shirt,Shirt,Garment Upper body,Dark,Black,Blouse,Womens Tailoring,"Fitted, V-neck shirt in stretch poplin made from a cotton blend with a collar, buttons down the front, a yoke at the back and long sleeves with buttoned cuffs.","Delphine Shirt Shirt Garment Upper body Solid Black Dark Black Blouse Ladieswear Ladieswear Womens Tailoring Blouses Fitted, V-neck shirt in stretch poplin made from a cotton blend with a collar, buttons down the front, a yoke at the back and long sleeves with buttoned cuffs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/088/0889456002.jpg
0764559001,Mezzana cable jumper,Sweater,Garment Upper body,Light,White,Knitwear,Womens Trend,"Short, cable-knit jumper in a soft wool blend with long raglan sleeves and decorative pompoms at the front and down the sleeves. Wide ribbing around the neckline, cuffs and hem.","Mezzana cable jumper Sweater Garment Upper body Solid White Light White Knitwear Ladieswear Ladieswear Womens Trend Knitwear Short, cable-knit jumper in a soft wool blend with long raglan sleeves and decorative pompoms at the front and down the sleeves. Wide ribbing around the neckline, cuffs and hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/076/0764559001.jpg
0903824002,Neroli sweater,Sweater,Garment Upper body,Dusty Light,White,Knitwear,Womens Tailoring,"Jumper knitted in soft chenille yarn with long puff sleeves and ribbing around the neckline, cuffs and hem.","Neroli sweater Sweater Garment Upper body Other structure Off White Dusty Light White Knitwear Ladieswear Ladieswear Womens Tailoring Knitwear Jumper knitted in soft chenille yarn with long puff sleeves and ribbing around the neckline, cuffs and hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/090/0903824002.jpg
0571812001,Sassy jumpsuit,Trousers,Garment Lower body,Dark,Black,Trouser,Womens Everyday Collection,"Sleeveless jumpsuit in velour with a stand-up collar with concealed buttons at the back of the neck and a V-neck front and back, seam at the waist, side pockets and wide, straight legs.","Sassy jumpsuit Trousers Garment Lower body Solid Black Dark Black Trouser Ladieswear Ladieswear Womens Everyday Collection Trousers Sleeveless jumpsuit in velour with a stand-up collar with concealed buttons at the back of the neck and a V-neck front and back, seam at the waist, side pockets and wide, straight legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/057/0571812001.jpg
0831269004,Pippy dress,Dress,Garment Full body,Light,Pink,Dresses,Divided Collection,"Fitted dress in a cotton weave with narrow shoulder straps. Straight cut at the top, a seam at the waist and a zip at the back. Unlined.","Pippy dress Dress Garment Full body Denim Light Pink Light Pink Dresses Divided Divided Divided Collection Dresses Ladies Fitted dress in a cotton weave with narrow shoulder straps. Straight cut at the top, a seam at the waist and a zip at the back. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/083/0831269004.jpg
0731425003,Mooncake,Blouse,Garment Upper body,Light,White,Blouse,Womens Everyday Collection,"Blouse in an airy weave with a V-neck, covered buttons at the top and short sleeves. Two elasticated seams and a decorative drawstring at the waist, and a flounced hem. Unlined.","Mooncake Blouse Garment Upper body Solid White Light White Blouse Ladieswear Ladieswear Womens Everyday Collection Blouses Blouse in an airy weave with a V-neck, covered buttons at the top and short sleeves. Two elasticated seams and a decorative drawstring at the waist, and a flounced hem. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/073/0731425003.jpg
0682604002,SPEED Piper W,Dress,Garment Full body,Dark,Black,Dresses,Divided Collection,"Short dress in a crêpe weave with a collar and buttons down the front. Gently dropped shoulders, long sleeves with buttoned cuffs and a rounded hem with high slits in the sides. Unlined.","SPEED Piper W Dress Garment Full body Stripe Black Dark Black Dresses Divided Divided Divided Collection Dresses Ladies Short dress in a crêpe weave with a collar and buttons down the front. Gently dropped shoulders, long sleeves with buttoned cuffs and a rounded hem with high slits in the sides. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/068/0682604002.jpg
0219075023,Billy cargo pants,Trousers,Garment Lower body,Dark,Khaki green,Trouser,Contemporary Casual,"Cargo trousers in washed Oxford cotton with side pockets, back pockets and leg pockets with a flap and press-stud, seams at the knees and drawstring hems.","Billy cargo pants Trousers Garment Lower body Solid Greenish Khaki Dark Khaki green Trouser Menswear Menswear Contemporary Casual Trousers Cargo trousers in washed Oxford cotton with side pockets, back pockets and leg pockets with a flap and press-stud, seams at the knees and drawstring hems.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/021/0219075023.jpg
0457292021,Cherry dress,Dress,Garment Full body,Light,Pink,Dresses,Divided Collection,"Short dress in woven fabric with a wrapover with a concealed press-stud at the top, 3/4-length sleeves and elasticated seam at the waist. Unlined.","Cherry dress Dress Garment Full body All over pattern Light Pink Light Pink Dresses Divided Divided Divided Collection Dresses Ladies Short dress in woven fabric with a wrapover with a concealed press-stud at the top, 3/4-length sleeves and elasticated seam at the waist. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/045/0457292021.jpg
0533975001,Ackerman occasional,Dress,Garment Full body,Dark,Black,Dress,Womens Tailoring,"Short, off-the-shoulder dress in woven fabric with side support and silicone trim at the top. Seam at the waist, pleated skirt and concealed zip at the back. Lined at the top.","Ackerman occasional Dress Garment Full body Solid Black Dark Black Dress Ladieswear Ladieswear Womens Tailoring Dresses Ladies Short, off-the-shoulder dress in woven fabric with side support and silicone trim at the top. Seam at the waist, pleated skirt and concealed zip at the back. Lined at the top.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/053/0533975001.jpg
0681845002,Wolly Top,Blouse,Garment Upper body,Dusty Light,Beige,Blouse,Womens Everyday Collection,"Sleeveless, A-line blouse in chiffon with sequin appliqués, a small, frilled collar, gathers at the top and an opening with a button at the back of the neck. Lined.","Wolly Top Blouse Garment Upper body Sequin Light Beige Dusty Light Beige Blouse Ladieswear Ladieswear Womens Everyday Collection Blouses Sleeveless, A-line blouse in chiffon with sequin appliqués, a small, frilled collar, gathers at the top and an opening with a button at the back of the neck. Lined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/068/0681845002.jpg
0665044002,Jodi shirt dress,Dress,Garment Full body,Light,Blue,Dresses,Divided Collection,Sleeveless shirt dress in a viscose weave with a collar and buttons down the front. Detachable tie belt at the waist and a gently rounded hem.,Jodi shirt dress Dress Garment Full body All over pattern Blue Light Blue Dresses Divided Divided Divided Collection Dresses Ladies Sleeveless shirt dress in a viscose weave with a collar and buttons down the front. Detachable tie belt at the waist and a gently rounded hem.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/066/0665044002.jpg
0622060002,Bonita,Vest top,Garment Upper body,Dark,Black,Blouse,Womens Tailoring,Wide one-shoulder top in a crinkled viscose and cotton blend with a wide flounce at the top.,Bonita Vest top Garment Upper body Solid Black Dark Black Blouse Ladieswear Ladieswear Womens Tailoring Blouses Wide one-shoulder top in a crinkled viscose and cotton blend with a wide flounce at the top.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/062/0622060002.jpg
0596345001,Varnhem,Blouse,Garment Upper body,Medium,Blue,Blouse,Womens Casual,"Wrapover blouse in a crinkled cotton weave with embroidery at the top, 3/4-length puff sleeves and a tie at the hips.","Varnhem Blouse Garment Upper body Stripe Blue Medium Blue Blouse Ladieswear Ladieswear Womens Casual Blouses Wrapover blouse in a crinkled cotton weave with embroidery at the top, 3/4-length puff sleeves and a tie at the hips.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/059/0596345001.jpg
0578020007,Pluto OTS,Blouse,Garment Upper body,Light,Pink,Blouse,Womens Casual,"Off-the-shoulder top in a cotton weave with elastication and a frill trim at the top. Short slits and ties at the sleeve-ends, and a rounded hem.","Pluto OTS Blouse Garment Upper body Check Light Pink Light Pink Blouse Ladieswear Ladieswear Womens Casual Blouses Off-the-shoulder top in a cotton weave with elastication and a frill trim at the top. Short slits and ties at the sleeve-ends, and a rounded hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/057/0578020007.jpg
0573085042,Madison skinny HW (1),Trousers,Garment Lower body,Dark,Grey,Trouser,Womens Everyday Collection,"5-pocket jeans in washed stretch denim with a high waist, zip fly and slim legs.","Madison skinny HW (1) Trousers Garment Lower body Denim Dark Grey Dark Grey Trouser Ladieswear Ladieswear Womens Everyday Collection Trousers 5-pocket jeans in washed stretch denim with a high waist, zip fly and slim legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/057/0573085042.jpg
0856808001,Uma,Dress,Garment Full body,Dark,Khaki green,Dress,Womens Everyday Collection,"Wide, straight-cut, knee-length shirt dress in a cotton weave with a collar, buttons down the front and a yoke at the back with a pleat for added width. Low dropped shoulders and long, voluminous balloon sleeves with buttoned cuffs. Open chest pocket and a rounded hem with high slits in the sides. Unlined.","Uma Dress Garment Full body Solid Greenish Khaki Dark Khaki green Dress Ladieswear Ladieswear Womens Everyday Collection Dresses Ladies Wide, straight-cut, knee-length shirt dress in a cotton weave with a collar, buttons down the front and a yoke at the back with a pleat for added width. Low dropped shoulders and long, voluminous balloon sleeves with buttoned cuffs. Open chest pocket and a rounded hem with high slits in the sides. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/085/0856808001.jpg
0759311006,Wave Relaxed Linen Trs,Trousers,Garment Lower body,Medium Dusty,Grey,Trouser,Contemporary Smart,"Trousers in a linen and cotton blend in a relaxed fit with and elasticated drawstring waist and zip fly. Side pockets, a welt back pocket, a slightly lower crotch and tapered legs.","Wave Relaxed Linen Trs Trousers Garment Lower body Melange Grey Medium Dusty Grey Trouser Menswear Menswear Contemporary Smart Trousers Trousers in a linen and cotton blend in a relaxed fit with and elasticated drawstring waist and zip fly. Side pockets, a welt back pocket, a slightly lower crotch and tapered legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/075/0759311006.jpg
0551194002,Sonette Bow,Sweater,Garment Upper body,Dark,Black,Knitwear,Mama,"Jumper in a soft, fine knit containing some wool with an opening and woven ties at the back of the neck, gathers in the sides for a good fit over the tummy and ribbing around the neckline, cuffs and hem.","Sonette Bow Sweater Garment Upper body Solid Black Dark Black Knitwear Ladieswear Ladieswear Mama Knitwear Jumper in a soft, fine knit containing some wool with an opening and woven ties at the back of the neck, gathers in the sides for a good fit over the tummy and ribbing around the neckline, cuffs and hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/055/0551194002.jpg
0882942004,Sid Elastic waist,Trousers,Garment Lower body,Medium Dusty,Unknown,Trouser,Contemporary Casual,"Trousers in a stretch cotton weave with an elasticated, drawstring waist, zip fly and press-stud, diagonal side pockets with smaller inner pockets, welt back pockets and flap leg pockets with concealed press-studs. Legs with shaping seams at the knees for added mobility and an elastic drawstring at the hems. Regular Fit – a classic fit with good room for movement over the thighs and knees to create a comfortable, straight silhouette.","Sid Elastic waist Trousers Garment Lower body Solid Grey Medium Dusty Unknown Trouser Menswear Menswear Contemporary Casual Trousers Trousers in a stretch cotton weave with an elasticated, drawstring waist, zip fly and press-stud, diagonal side pockets with smaller inner pockets, welt back pockets and flap leg pockets with concealed press-studs. Legs with shaping seams at the knees for added mobility and an elastic drawstring at the hems. Regular Fit – a classic fit with good room for movement over the thighs and knees to create a comfortable, straight silhouette.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/088/0882942004.jpg
0749054001,Susanne dress,Dress,Garment Full body,Dusty Light,Pink,Dress,Womens Tailoring,"Long dress in an airy weave containing glittery threads in a narrow cut at the top with a small frilled collar with a tie at the neck, opening at the front and a flared, tiered skirt. Lined.","Susanne dress Dress Garment Full body Glittering/Metallic Light Pink Dusty Light Pink Dress Ladieswear Ladieswear Womens Tailoring Dresses Ladies Long dress in an airy weave containing glittery threads in a narrow cut at the top with a small frilled collar with a tie at the neck, opening at the front and a flared, tiered skirt. Lined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/074/0749054001.jpg
0852031001,Treviso dress,Top,Garment Upper body,Medium Dusty,Beige,Knitwear,Womens Casual,"Straight-cut, calf-length dress in a fine-knit cotton blend with a ribbed collar, button placket, short sleeves with ribbed trims, and a ribbed hem with slits in the sides. Unlined.","Treviso dress Top Garment Upper body Melange Beige Medium Dusty Beige Knitwear Ladieswear Ladieswear Womens Casual Knitwear Straight-cut, calf-length dress in a fine-knit cotton blend with a ribbed collar, button placket, short sleeves with ribbed trims, and a ribbed hem with slits in the sides. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/085/0852031001.jpg
0566142002,Powell OTS top,Blouse,Garment Upper body,Medium,Red,Blouse,Womens Casual,Off-the-shoulder top in an airy cotton weave with elastication and a wide flounce with broderie anglaise at the top.,Powell OTS top Blouse Garment Upper body Solid Light Red Medium Red Blouse Ladieswear Ladieswear Womens Casual Blouses Off-the-shoulder top in an airy cotton weave with elastication and a wide flounce with broderie anglaise at the top.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/056/0566142002.jpg
0696987001,Dexter shirt,Shirt,Garment Upper body,Light,White,Blouse,Womens Casual,"Longer shirt in a cotton weave with a collar, concealed buttons down the front and yoke with a pleat at the back. Long sleeves with buttoned cuffs, an open chest pocket, and a rounded hem with slits in the sides.","Dexter shirt Shirt Garment Upper body Solid White Light White Blouse Ladieswear Ladieswear Womens Casual Blouses Longer shirt in a cotton weave with a collar, concealed buttons down the front and yoke with a pleat at the back. Long sleeves with buttoned cuffs, an open chest pocket, and a rounded hem with slits in the sides.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/069/0696987001.jpg
0572998017,Beverly HW Loose Mom Fit Dnm,Trousers,Garment Lower body,Dark,Black,Trousers,Divided Collection,"5-pocket, ankle-length jeans in washed denim with a high waist, zip fly and button and gently tapered legs.","Beverly HW Loose Mom Fit Dnm Trousers Garment Lower body Denim Black Dark Black Trousers Divided Divided Divided Collection Trousers 5-pocket, ankle-length jeans in washed denim with a high waist, zip fly and button and gently tapered legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/057/0572998017.jpg
0904412001,PIMA,Dress,Garment Full body,Dark,Black,Dresses,Divided Collection,"Short, fitted, sleeveless dress in stretch fabric with narrow shoulder straps.","PIMA Dress Garment Full body Other pattern Black Dark Black Dresses Divided Divided Divided Collection Dresses Ladies Short, fitted, sleeveless dress in stretch fabric with narrow shoulder straps.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/090/0904412001.jpg
